category_name,context,instruction,language,is_chat,top_p,temperature,model_name,elo_score
business_analysis,False,False,zh,True,0.25,0.9,LLAMA3_8B_CHAT,86
business_analysis,False,False,ko,True,0.25,0.75,LLAMA2_70B_CHAT,84
business_analysis,False,False,ko,True,0.5,0.9,GPT4_CHAT,84
business_analysis,False,False,ko,True,0.25,0.9,LLAMA2_70B_CHAT,84
business_analysis,False,False,zh,True,0.25,0.5,LLAMA3_8B_CHAT,84
business_analysis,False,False,zh,True,0.8,0.75,COHERE_COMMAND_R_CHAT,84
business_analysis,False,False,en,True,0.8,0.5,MISTRAL_LARGE_CHAT,84
business_analysis,False,False,en,True,0.25,0.9,MISTRAL_LARGE_CHAT,84
business_analysis,False,False,en,True,0.25,0.5,MISTRAL_LARGE_CHAT,84
business_analysis,False,False,en,True,0.9,0.5,MISTRAL_LARGE_CHAT,84
business_analysis,False,False,es,True,0.5,0.75,GPT4_CHAT,84
business_analysis,False,False,es,True,0.9,0.75,GPT4_CHAT,84
business_analysis,False,False,es,True,0.5,0.9,GPT4_CHAT,84
business_analysis,True,False,de,True,0.5,0.75,LLAMA2_7B_CHAT,84
business_analysis,True,False,de,True,0.8,0.75,LLAMA2_7B_CHAT,84
business_analysis,True,False,de,True,0.8,0.9,LLAMA2_7B_CHAT,84
business_analysis,True,False,de,True,0.9,0.75,LLAMA2_7B_CHAT,84
business_analysis,False,False,en,True,0.9,0.75,LLAMA2_7B_CHAT,84
business_analysis,False,False,en,True,0.5,0.9,COHERE_COMMAND_R_CHAT,84
business_analysis,True,False,en,True,0.25,0.9,GPT3.5_CHAT_TURBO,84
business_analysis,False,False,it,True,0.8,0.9,LLAMA2_7B_CHAT,84
business_analysis,False,False,it,True,0.5,0.9,LLAMA2_7B_CHAT,84
business_analysis,False,False,it,True,0.25,0.5,LLAMA2_7B_CHAT,84
business_analysis,False,False,it,True,0.25,0.9,LLAMA2_7B_CHAT,84
business_analysis,False,False,it,True,0.9,0.9,LLAMA2_7B_CHAT,84
business_analysis,False,False,it,True,0.8,0.5,LLAMA2_7B_CHAT,84
business_analysis,False,False,pt,True,0.8,0.5,GPT3.5_CHAT_TURBO,84
business_analysis,False,False,en,True,0.8,0.5,GPT3.5_CHAT_TURBO,84
business_analysis,False,False,en,True,0.25,0.9,GPT3.5_CHAT_TURBO,84
business_analysis,False,False,es,True,0.9,0.75,LLAMA2_7B_CHAT,84
business_analysis,False,False,es,True,0.25,0.5,GPT3.5_CHAT_TURBO,84
business_analysis,False,False,es,True,0.9,0.5,LLAMA2_7B_CHAT,84
business_analysis,False,False,es,True,0.5,0.5,GPT3.5_CHAT_TURBO,84
business_analysis,False,False,es,True,0.5,0.9,GPT3.5_CHAT_TURBO,84
business_analysis,False,False,es,True,0.5,0.75,GPT3.5_CHAT_TURBO,84
business_analysis,False,False,es,True,0.9,0.9,LLAMA2_7B_CHAT,84
business_analysis,False,False,es,True,0.8,0.9,LLAMA2_7B_CHAT,84
business_analysis,False,False,pt,True,0.5,0.75,COHERE_COMMAND_R_PLUS_CHAT,84
business_analysis,False,False,pt,True,0.25,0.9,COHERE_COMMAND_R_PLUS_CHAT,84
business_analysis,False,False,pt,True,0.5,0.9,COHERE_COMMAND_R_PLUS_CHAT,84
business_analysis,False,False,pt,True,0.5,0.5,LLAMA2_7B_CHAT,84
business_analysis,False,False,ko,True,0.8,0.5,LLAMA2_70B_CHAT,83
business_analysis,True,False,en,True,0.9,0.5,GPT3.5_CHAT_TURBO,83
business_analysis,False,False,en,True,0.9,0.9,GPT3.5_CHAT_TURBO,83
business_analysis,False,False,en,True,0.25,0.5,COHERE_COMMAND_R_CHAT,83
business_analysis,False,False,en,True,0.8,0.75,MISTRAL_LARGE_CHAT,70
business_analysis,False,False,en,True,0.5,0.75,GPT3.5_CHAT_TURBO,68
business_analysis,False,False,en,True,0.8,0.75,COHERE_COMMAND_R_CHAT,68
business_analysis,False,False,en,True,0.9,0.75,COHERE_COMMAND_R_CHAT,68
business_analysis,True,False,en,True,0.5,0.5,GPT3.5_CHAT_TURBO,68
business_analysis,False,False,es,True,0.9,0.5,GPT4_CHAT,68
business_analysis,False,False,es,True,0.9,0.9,GPT4_CHAT,68
business_analysis,False,False,zh,True,0.9,0.75,LLAMA3_8B_CHAT,68
business_analysis,False,False,ko,True,0.25,0.9,GPT4_CHAT,68
business_analysis,False,False,en,True,0.5,0.75,MISTRAL_LARGE_CHAT,54
business_analysis,False,False,it,True,0.9,0.75,LLAMA2_7B_CHAT,53
business_analysis,True,False,en,True,0.25,0.5,GPT3.5_CHAT_TURBO,53
business_creation,False,True,it,True,0.5,0.75,COHERE_COMMAND_R_CHAT,145
business_creation,False,False,en,True,0.8,0.9,LLAMA2_70B_CHAT,131
business_creation,False,False,en,True,0.8,0.9,MISTRAL_LARGE_CHAT,130
business_creation,False,True,it,True,0.9,0.5,COHERE_COMMAND_R_CHAT,129
business_creation,False,False,de,True,0.9,0.9,LLAMA3_8B_CHAT,129
business_creation,False,False,en,True,0.5,0.9,GPT4_CHAT,116
business_creation,False,False,en,True,0.5,0.9,COHERE_COMMAND_R_CHAT,116
business_creation,False,False,en,True,0.9,0.75,GPT4_CHAT,116
business_creation,False,True,it,True,0.25,0.75,COHERE_COMMAND_R_CHAT,116
business_creation,False,True,it,True,0.5,0.9,COHERE_COMMAND_R_CHAT,116
business_creation,False,True,it,True,0.25,0.5,COHERE_COMMAND_R_CHAT,116
business_creation,False,True,it,True,0.8,0.5,COHERE_COMMAND_R_CHAT,116
business_creation,False,False,en,True,0.25,0.9,MISTRAL_LARGE_CHAT,116
business_creation,False,False,en,True,0.5,0.75,MISTRAL_LARGE_CHAT,116
business_creation,False,False,en,True,0.25,0.9,COHERE_COMMAND_R_CHAT,116
business_creation,False,False,en,True,0.9,0.9,COHERE_COMMAND_R_CHAT,116
business_creation,False,False,en,True,0.8,0.9,LLAMA2_13B_CHAT,116
business_creation,False,False,en,True,0.9,0.9,LLAMA2_70B_CHAT,116
business_creation,False,False,en,True,0.25,0.5,LLAMA2_13B_CHAT,116
business_creation,False,False,en,True,0.8,0.75,LLAMA2_13B_CHAT,116
business_creation,False,False,en,True,0.5,0.5,LLAMA2_70B_CHAT,116
business_creation,False,False,ja,True,0.25,0.5,GPT3.5_CHAT_TURBO,116
business_creation,False,False,ja,True,0.25,0.75,GPT3.5_CHAT_TURBO,116
business_creation,False,False,ja,True,0.25,0.9,GPT3.5_CHAT_TURBO,116
business_creation,True,False,es,True,0.9,0.75,MISTRAL_LARGE_CHAT,116
business_creation,True,False,es,True,0.5,0.75,COHERE_COMMAND_R_CHAT,116
business_creation,True,False,es,True,0.8,0.5,COHERE_COMMAND_R_CHAT,116
business_creation,True,False,es,True,0.5,0.5,COHERE_COMMAND_R_CHAT,116
business_creation,True,False,es,True,0.25,0.75,MISTRAL_LARGE_CHAT,116
business_creation,True,False,es,True,0.8,0.9,COHERE_COMMAND_R_CHAT,116
business_creation,False,False,en,True,0.25,0.75,COHERE_COMMAND_R_PLUS_CHAT,116
business_creation,False,False,en,True,0.8,0.9,COHERE_COMMAND_R_PLUS_CHAT,116
business_creation,False,False,de,True,0.8,0.5,LLAMA3_8B_CHAT,116
business_creation,False,False,de,True,0.5,0.5,LLAMA3_8B_CHAT,116
business_creation,False,False,de,True,0.5,0.75,LLAMA3_8B_CHAT,116
business_creation,False,False,de,True,0.5,0.5,COHERE_COMMAND_R_CHAT,116
business_creation,False,False,de,True,0.25,0.5,LLAMA3_8B_CHAT,116
business_creation,False,False,en,True,0.9,0.9,MISTRAL_LARGE_CHAT,115
business_creation,True,False,es,True,0.9,0.75,COHERE_COMMAND_R_CHAT,115
business_creation,False,False,en,True,0.8,0.5,COHERE_COMMAND_R_PLUS_CHAT,115
business_creation,False,False,en,True,0.5,0.5,COHERE_COMMAND_R_PLUS_CHAT,115
business_creation,False,False,en,True,0.9,0.9,COHERE_COMMAND_R_PLUS_CHAT,115
business_creation,False,False,en,True,0.8,0.75,MISTRAL_LARGE_CHAT,114
business_creation,False,False,en,True,0.25,0.75,LLAMA2_70B_CHAT,101
business_creation,False,False,en,True,0.8,0.5,LLAMA2_70B_CHAT,100
business_creation,False,False,en,True,0.25,0.5,LLAMA2_70B_CHAT,100
business_creation,False,False,en,True,0.9,0.5,COHERE_COMMAND_R_PLUS_CHAT,100
business_creation,False,False,de,True,0.8,0.75,COHERE_COMMAND_R_CHAT,100
business_creation,True,False,es,True,0.9,0.9,COHERE_COMMAND_R_CHAT,99
business_creation,False,False,de,True,0.25,0.75,LLAMA3_8B_CHAT,99
business_creation,False,False,en,True,0.25,0.75,LLAMA2_13B_CHAT,98
business_creation,False,True,it,True,0.9,0.9,MISTRAL_LARGE_CHAT,85
business_creation,False,False,en,True,0.9,0.5,GPT4_CHAT,84
business_creation,False,True,it,True,0.5,0.75,MISTRAL_LARGE_CHAT,84
business_creation,False,True,it,True,0.25,0.5,MISTRAL_LARGE_CHAT,84
business_creation,False,True,it,True,0.9,0.5,MISTRAL_LARGE_CHAT,84
business_creation,False,True,it,True,0.25,0.75,MISTRAL_LARGE_CHAT,84
business_creation,False,False,en,True,0.9,0.75,COHERE_COMMAND_R_CHAT,84
business_creation,False,False,en,True,0.8,0.5,MISTRAL_LARGE_CHAT,84
business_creation,False,False,en,True,0.9,0.5,MISTRAL_LARGE_CHAT,84
business_creation,False,False,en,True,0.8,0.9,COHERE_COMMAND_R_CHAT,84
business_creation,False,False,en,True,0.5,0.75,LLAMA2_13B_CHAT,84
business_creation,False,False,ja,True,0.8,0.5,LLAMA2_7B_CHAT,84
business_creation,False,False,ja,True,0.5,0.75,LLAMA2_7B_CHAT,84
business_creation,False,False,ja,True,0.5,0.5,LLAMA2_7B_CHAT,84
business_creation,True,False,es,True,0.5,0.9,COHERE_COMMAND_R_CHAT,84
business_creation,True,False,es,True,0.25,0.5,MISTRAL_LARGE_CHAT,84
business_creation,True,False,es,True,0.9,0.5,COHERE_COMMAND_R_CHAT,84
business_creation,True,False,es,True,0.8,0.9,MISTRAL_LARGE_CHAT,84
business_creation,True,False,es,True,0.8,0.75,MISTRAL_LARGE_CHAT,84
business_creation,True,False,es,True,0.5,0.75,MISTRAL_LARGE_CHAT,84
business_creation,False,False,en,True,0.25,0.9,COHERE_COMMAND_R_PLUS_CHAT,84
business_creation,False,False,en,True,0.8,0.75,COHERE_COMMAND_R_PLUS_CHAT,84
business_creation,False,False,en,True,0.9,0.5,LLAMA2_70B_CHAT,84
business_creation,False,False,de,True,0.5,0.9,COHERE_COMMAND_R_CHAT,84
business_creation,True,False,es,True,0.8,0.5,MISTRAL_LARGE_CHAT,83
business_creation,False,False,en,True,0.5,0.9,MISTRAL_LARGE_CHAT,83
business_creation,False,False,de,True,0.25,0.9,LLAMA3_8B_CHAT,83
business_creation,False,False,en,True,0.5,0.75,LLAMA2_70B_CHAT,80
business_creation,False,True,it,True,0.5,0.9,MISTRAL_LARGE_CHAT,69
business_creation,False,False,de,True,0.25,0.5,COHERE_COMMAND_R_CHAT,68
business_creation,False,False,en,True,0.5,0.9,LLAMA2_70B_CHAT,68
business_creation,False,False,en,True,0.25,0.9,LLAMA2_70B_CHAT,68
business_creation,False,False,en,True,0.25,0.75,COHERE_COMMAND_R_CHAT,68
business_creation,False,True,it,True,0.25,0.9,MISTRAL_LARGE_CHAT,68
business_creation,False,False,de,True,0.25,0.9,COHERE_COMMAND_R_CHAT,53
business_creation,False,False,en,True,0.9,0.5,LLAMA2_13B_CHAT,53
business_creation,False,False,en,True,0.9,0.5,COHERE_COMMAND_R_CHAT,53
business_management,False,False,zh,True,0.5,0.5,LLAMA2_13B_CHAT,143
business_management,False,False,zh,True,0.8,0.75,LLAMA2_70B_CHAT,131
business_management,False,False,ru,True,0.8,0.75,GPT4_CHAT,131
business_management,False,True,en,True,0.5,0.5,COHERE_COMMAND_R_CHAT,130
business_management,False,False,fr,True,0.9,0.5,LLAMA2_7B_CHAT,129
business_management,False,False,zh,True,0.8,0.9,LLAMA2_13B_CHAT,116
business_management,False,False,zh,True,0.5,0.75,LLAMA2_13B_CHAT,116
business_management,False,False,zh,True,0.9,0.9,LLAMA2_13B_CHAT,116
business_management,False,False,zh,True,0.9,0.5,LLAMA2_70B_CHAT,116
business_management,False,False,it,True,0.9,0.75,LLAMA3_8B_CHAT,116
business_management,False,False,it,True,0.8,0.75,LLAMA2_13B_CHAT,116
business_management,False,False,it,True,0.25,0.9,LLAMA2_13B_CHAT,116
business_management,False,False,it,True,0.8,0.5,LLAMA3_8B_CHAT,116
business_management,False,False,it,True,0.5,0.5,LLAMA3_8B_CHAT,116
business_management,False,False,it,True,0.9,0.9,LLAMA3_8B_CHAT,116
business_management,False,True,en,True,0.25,0.5,COHERE_COMMAND_R_CHAT,116
business_management,False,True,en,True,0.8,0.75,COHERE_COMMAND_R_CHAT,116
business_management,False,True,en,True,0.5,0.9,COHERE_COMMAND_R_CHAT,116
business_management,False,True,en,True,0.25,0.9,COHERE_COMMAND_R_CHAT,116
business_management,False,True,en,True,0.9,0.9,GPT4_CHAT,116
business_management,False,False,fr,True,0.5,0.75,LLAMA2_7B_CHAT,116
business_management,False,False,fr,True,0.9,0.75,LLAMA2_7B_CHAT,116
business_management,False,False,fr,True,0.5,0.9,LLAMA2_7B_CHAT,116
business_management,False,False,ru,True,0.8,0.9,GPT4_CHAT,116
business_management,False,False,ru,True,0.25,0.5,GPT4_CHAT,116
business_management,False,True,en,True,0.8,0.5,COHERE_COMMAND_R_CHAT,115
business_management,False,False,fr,True,0.8,0.75,LLAMA2_7B_CHAT,115
business_management,False,False,fr,True,0.8,0.9,LLAMA2_7B_CHAT,113
business_management,False,False,it,True,0.9,0.9,LLAMA2_13B_CHAT,100
business_management,False,False,it,True,0.8,0.5,LLAMA2_13B_CHAT,100
business_management,False,True,en,True,0.9,0.9,COHERE_COMMAND_R_CHAT,100
business_management,False,False,ru,True,0.5,0.5,LLAMA2_13B_CHAT,99
business_management,False,False,fr,True,0.9,0.5,LLAMA2_70B_CHAT,99
business_management,False,False,it,True,0.9,0.75,LLAMA2_13B_CHAT,99
business_management,False,False,zh,True,0.25,0.5,LLAMA2_13B_CHAT,84
business_management,False,False,zh,True,0.25,0.75,LLAMA2_70B_CHAT,84
business_management,False,False,zh,True,0.8,0.9,LLAMA2_70B_CHAT,84
business_management,False,False,zh,True,0.9,0.5,LLAMA2_13B_CHAT,84
business_management,False,False,zh,True,0.25,0.75,LLAMA2_13B_CHAT,84
business_management,False,False,it,True,0.8,0.75,LLAMA3_8B_CHAT,84
business_management,False,False,it,True,0.25,0.5,LLAMA3_8B_CHAT,84
business_management,False,False,it,True,0.9,0.5,LLAMA2_13B_CHAT,84
business_management,False,True,en,True,0.25,0.5,GPT4_CHAT,84
business_management,False,True,en,True,0.8,0.9,GPT4_CHAT,84
business_management,False,True,en,True,0.9,0.5,GPT4_CHAT,84
business_management,False,False,fr,True,0.8,0.5,LLAMA2_70B_CHAT,84
business_management,False,False,fr,True,0.25,0.5,LLAMA2_7B_CHAT,84
business_management,False,False,ru,True,0.5,0.9,GPT4_CHAT,84
business_management,False,False,ru,True,0.9,0.75,LLAMA2_13B_CHAT,84
business_management,False,False,ru,True,0.9,0.9,LLAMA2_13B_CHAT,84
business_management,False,False,ru,True,0.8,0.75,LLAMA2_13B_CHAT,84
business_management,False,False,it,True,0.5,0.9,LLAMA3_8B_CHAT,83
business_management,False,True,en,True,0.8,0.75,GPT4_CHAT,83
business_management,False,False,fr,True,0.8,0.5,LLAMA2_7B_CHAT,83
business_management,False,False,zh,True,0.5,0.9,LLAMA2_70B_CHAT,70
business_management,False,False,zh,True,0.5,0.75,LLAMA2_70B_CHAT,69
business_management,False,True,en,True,0.25,0.9,GPT4_CHAT,68
business_management,False,True,en,True,0.5,0.5,GPT4_CHAT,68
business_management,False,False,it,True,0.5,0.75,LLAMA3_8B_CHAT,68
business_management,False,False,fr,True,0.9,0.9,LLAMA2_70B_CHAT,40
code_c#,False,False,pt,True,0.9,0.9,LLAMA2_70B_CHAT,131
code_c#,False,False,pt,True,0.9,0.5,LLAMA2_70B_CHAT,130
code_c#,False,False,pt,True,0.25,0.5,LLAMA2_70B_CHAT,116
code_c#,False,False,pt,True,0.5,0.9,LLAMA2_70B_CHAT,116
code_c#,False,False,pt,True,0.25,0.75,LLAMA2_70B_CHAT,116
code_c#,False,False,pt,True,0.25,0.5,COHERE_COMMAND_R_CHAT,116
code_c#,False,False,pt,True,0.25,0.9,LLAMA2_70B_CHAT,116
code_c#,False,False,pt,True,0.8,0.5,COHERE_COMMAND_R_CHAT,84
code_c#,False,False,pt,True,0.8,0.9,COHERE_COMMAND_R_CHAT,84
code_c#,False,False,pt,True,0.25,0.75,COHERE_COMMAND_R_CHAT,84
code_c#,False,False,pt,True,0.9,0.9,COHERE_COMMAND_R_CHAT,84
code_c#,False,False,pt,True,0.25,0.9,COHERE_COMMAND_R_CHAT,84
code_c#,False,False,pt,True,0.8,0.9,LLAMA2_70B_CHAT,84
code_c#,False,False,pt,True,0.5,0.9,COHERE_COMMAND_R_CHAT,84
code_c#,False,False,pt,True,0.5,0.75,COHERE_COMMAND_R_CHAT,69
code_c++,False,False,ru,True,0.25,0.75,GPT4_CHAT,131
code_c++,False,False,ru,True,0.5,0.5,GPT4_CHAT,131
code_c++,False,False,ru,True,0.25,0.9,GPT4_CHAT,131
code_c++,False,False,es,True,0.9,0.9,COHERE_COMMAND_R_PLUS_CHAT,131
code_c++,False,False,ru,True,0.9,0.9,GPT4_CHAT,116
code_c++,False,False,ru,True,0.8,0.9,GPT4_CHAT,116
code_c++,False,False,ko,True,0.25,0.9,GPT3.5_CHAT_TURBO,116
code_c++,False,False,ko,True,0.8,0.75,LLAMA2_13B_CHAT,116
code_c++,False,False,ko,True,0.9,0.5,GPT3.5_CHAT_TURBO,116
code_c++,False,False,ko,True,0.8,0.9,LLAMA2_13B_CHAT,116
code_c++,False,False,ru,True,0.9,0.75,LLAMA3_8B_CHAT,116
code_c++,False,False,ru,True,0.8,0.5,LLAMA3_8B_CHAT,116
code_c++,False,False,es,True,0.8,0.5,COHERE_COMMAND_R_PLUS_CHAT,116
